facility_id,name,state,city,postcode,latitude,longitude,specialties,description,capability,procedure,equipment,source_urls,numberDoctors,capacity,yearEstablished
FAC-00218,Ahmedabad Healthcare Center 19,Gujarat,Ahmedabad,794395,24.78370983343401,75.76824776185695,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/218,25,100 beds,2005
FAC-00219,Bengaluru Healthcare Center 20,Karnataka,Bengaluru,607699,21.922641691367133,74.4651913552736,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/219,5,100 beds,2005
FAC-00220,Mumbai Healthcare Center 1,Maharashtra,Mumbai,432441,24.798034232020612,77.6048759023622,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/220,12,,2015
FAC-00221,Kolkata Healthcare Center 2,West Bengal,Kolkata,910616,28.046158339565704,74.90452651992936,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/221,,100 beds,2015
FAC-00222,Bengaluru Healthcare Center 3,Karnataka,Bengaluru,324381,22.020680072005966,77.38577923708652,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/222,5,,1995
FAC-00223,Mumbai Healthcare Center 4,Maharashtra,Mumbai,802371,29.051841909515968,74.25671646281664,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/223,,,2015
FAC-00224,Lucknow Healthcare Center 5,Uttar Pradesh,Lucknow,205428,26.811919865814303,73.37467034199696,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/224,25,200 beds,2015
FAC-00225,Mumbai Healthcare Center 6,Maharashtra,Mumbai,436768,22.85415341301992,72.5916258624149,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/225,50,50 beds,
FAC-00226,Patna Healthcare Center 7,Bihar,Patna,978292,21.757887075388627,81.19634811850933,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/226,25,50 beds,2005
FAC-00227,Jaipur Healthcare Center 8,Rajasthan,Jaipur,412886,25.679618686644954,73.07300690773538,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/227,12,200 beds,2015
FAC-00228,Patna Healthcare Center 9,Bihar,Patna,590755,22.728370814979925,80.0881387824302,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/228,5,200 beds,2005
FAC-00229,Patna Healthcare Center 10,Bihar,Patna,872399,23.371121793297505,74.95024257658282,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/229,5,200 beds,2015
FAC-00230,Ahmedabad Healthcare Center 11,Gujarat,Ahmedabad,190951,24.00833246627866,72.95385105794529,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/230,25,100 beds,1995
FAC-00231,Jaipur Healthcare Center 12,Rajasthan,Jaipur,502206,22.35521252801534,79.53756651781457,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/231,12,,2005
FAC-00232,Lucknow Healthcare Center 13,Uttar Pradesh,Lucknow,165142,26.677861147986714,76.6539499094193,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/232,25,100 beds,
FAC-00233,Bengaluru Healthcare Center 14,Karnataka,Bengaluru,744481,22.208492399687216,81.57360536855226,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/233,5,200 beds,2005
FAC-00234,Kolkata Healthcare Center 15,West Bengal,Kolkata,593699,27.57350523304326,80.0199499178003,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/234,5,,2015
FAC-00235,Ahmedabad Healthcare Center 16,Gujarat,Ahmedabad,181896,29.172447067809756,73.1220879153727,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/235,50,50 beds,1995
FAC-00236,Lucknow Healthcare Center 17,Uttar Pradesh,Lucknow,563303,21.162400221846642,74.05401485539362,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/236,,200 beds,
FAC-00237,Chennai Healthcare Center 18,Tamil Nadu,Chennai,638179,24.154245738446598,77.63911185098713,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/237,12,,2015
FAC-00238,Bengaluru Healthcare Center 19,Karnataka,Bengaluru,882032,22.17901308672959,72.73029525915457,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/238,12,,
FAC-00239,Jodhpur Healthcare Center 20,Rajasthan,Jodhpur,133276,22.8709070689132,73.79981326825708,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/239,25,100 beds,2015
FAC-00240,Chennai Healthcare Center 1,Tamil Nadu,Chennai,493892,20.802499926293667,81.64144376380686,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/240,12,,1995
FAC-00241,Ahmedabad Healthcare Center 2,Gujarat,Ahmedabad,654531,21.273470873226085,81.78724377026336,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/241,,100 beds,2015
FAC-00242,Ahmedabad Healthcare Center 3,Gujarat,Ahmedabad,657772,23.79276468033794,74.29664066787899,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/242,12,50 beds,2005
FAC-00243,Mumbai Healthcare Center 4,Maharashtra,Mumbai,133782,28.094781835391945,76.19240598491751,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/243,5,50 beds,
FAC-00244,Jodhpur Healthcare Center 5,Rajasthan,Jodhpur,135207,24.464410662486024,78.7202363687222,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/244,5,,2015
FAC-00245,Chennai Healthcare Center 6,Tamil Nadu,Chennai,665979,22.172692101775535,80.63730242670056,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/245,5,100 beds,1995
FAC-00246,Bhopal Healthcare Center 7,Madhya Pradesh,Bhopal,705526,25.979176742772623,78.72531901436913,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/246,5,100 beds,1995
FAC-00247,Ahmedabad Healthcare Center 8,Gujarat,Ahmedabad,533649,23.005009537574196,72.60957637106762,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/247,25,200 beds,
FAC-00248,Lucknow Healthcare Center 9,Uttar Pradesh,Lucknow,923975,25.24463059892762,78.9630840730909,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/248,5,100 beds,2015
FAC-00249,Patna Healthcare Center 10,Bihar,Patna,596520,22.40968189011074,74.25344548379901,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/249,25,,2015
FAC-00250,Kolkata Healthcare Center 11,West Bengal,Kolkata,655736,21.34092751059078,74.42858516089586,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/250,12,,2015
FAC-00251,Lucknow Healthcare Center 12,Uttar Pradesh,Lucknow,661654,27.245847123072018,73.90481618430738,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/251,25,,
FAC-00252,Mumbai Healthcare Center 13,Maharashtra,Mumbai,859489,26.71450522235412,74.17016521687762,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/252,12,100 beds,
FAC-00253,Mumbai Healthcare Center 14,Maharashtra,Mumbai,877493,21.173161994433343,81.99572007017812,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/253,5,50 beds,2015
FAC-00254,Mumbai Healthcare Center 15,Maharashtra,Mumbai,437237,27.755138820637704,75.80661744372922,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/254,12,100 beds,2005
FAC-00255,Ahmedabad Healthcare Center 16,Gujarat,Ahmedabad,588640,20.9860823156548,81.81318456846577,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/255,12,50 beds,2005
FAC-00256,Lucknow Healthcare Center 17,Uttar Pradesh,Lucknow,147936,25.62524727464354,74.21274098316225,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/256,,100 beds,2015
FAC-00257,Bengaluru Healthcare Center 18,Karnataka,Bengaluru,305721,23.2986528597786,75.79839774741154,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/257,25,100 beds,2005
FAC-00258,Chennai Healthcare Center 19,Tamil Nadu,Chennai,583214,21.68233645951541,79.94975514353634,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/258,5,200 beds,1995
FAC-00259,Ahmedabad Healthcare Center 20,Gujarat,Ahmedabad,649395,20.338237571646907,80.46697383182722,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/259,,200 beds,1995
FAC-00260,Mumbai Healthcare Center 1,Maharashtra,Mumbai,841521,21.51029646464746,74.18719672454394,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/260,12,,2015
FAC-00261,Chennai Healthcare Center 2,Tamil Nadu,Chennai,106933,25.322124850127366,76.11338508217416,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/261,50,100 beds,2005
FAC-00262,Jaipur Healthcare Center 3,Rajasthan,Jaipur,952657,26.978590762170622,76.30573208676037,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/262,,,1995
FAC-00263,Mumbai Healthcare Center 4,Maharashtra,Mumbai,749887,25.26455985400216,80.15214390713282,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/263,25,,2005
FAC-00264,Kolkata Healthcare Center 5,West Bengal,Kolkata,692447,22.432078941928822,78.97236316098699,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/264,,,
FAC-00265,Kolkata Healthcare Center 6,West Bengal,Kolkata,495490,25.527014395296952,72.56114939128966,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/265,5,,2015
FAC-00266,Kolkata Healthcare Center 7,West Bengal,Kolkata,693343,29.7732922328979,81.73839745636,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/266,5,50 beds,2015
FAC-00267,Bengaluru Healthcare Center 8,Karnataka,Bengaluru,177959,26.844287434636414,74.80373013759491,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/267,5,100 beds,
FAC-00268,Mumbai Healthcare Center 9,Maharashtra,Mumbai,251195,27.52254469846865,79.1271139994936,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/268,,100 beds,1995
FAC-00269,Bhopal Healthcare Center 10,Madhya Pradesh,Bhopal,694223,28.34650560091752,75.89156607367359,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/269,25,50 beds,
FAC-00270,Ahmedabad Healthcare Center 11,Gujarat,Ahmedabad,156304,20.976857873580474,74.32144004394671,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/270,12,200 beds,2005
FAC-00271,Jaipur Healthcare Center 12,Rajasthan,Jaipur,921609,29.925858784507973,76.90603456110793,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/271,50,200 beds,2015
FAC-00272,Patna Healthcare Center 13,Bihar,Patna,792764,23.800727135367254,79.7216740413469,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/272,5,,
FAC-00273,Bengaluru Healthcare Center 14,Karnataka,Bengaluru,498458,27.116771547786165,78.33900881963051,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/273,12,100 beds,
FAC-00274,Jodhpur Healthcare Center 15,Rajasthan,Jodhpur,423241,24.447358649962954,79.61346491200972,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/274,5,,1995
FAC-00275,Kolkata Healthcare Center 16,West Bengal,Kolkata,684041,25.54740000608868,76.08044175083137,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/275,,100 beds,
FAC-00276,Bhopal Healthcare Center 17,Madhya Pradesh,Bhopal,922543,23.244303305724127,75.85237917395983,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/276,25,200 beds,
FAC-00277,Ahmedabad Healthcare Center 18,Gujarat,Ahmedabad,699743,25.21104530763499,78.85315991794556,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/277,5,100 beds,2005
FAC-00278,Bengaluru Healthcare Center 19,Karnataka,Bengaluru,253023,20.632671502769544,76.34676269262745,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/278,12,200 beds,
FAC-00279,Lucknow Healthcare Center 20,Uttar Pradesh,Lucknow,358568,27.208994524555926,76.95802436722863,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/279,25,,1995
FAC-00280,Bengaluru Healthcare Center 1,Karnataka,Bengaluru,514913,23.32217215311627,78.20192187874689,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/280,25,100 beds,2015
FAC-00281,Bhopal Healthcare Center 2,Madhya Pradesh,Bhopal,415029,23.206651553750877,81.47278922016116,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/281,25,100 beds,1995
FAC-00282,Kolkata Healthcare Center 3,West Bengal,Kolkata,405605,27.348743654411862,78.32902461968416,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/282,12,200 beds,2005
FAC-00283,Kolkata Healthcare Center 4,West Bengal,Kolkata,219420,29.320671525884457,73.99800048710607,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/283,50,,2015
FAC-00284,Mumbai Healthcare Center 5,Maharashtra,Mumbai,936433,22.913312079852954,78.92835279324343,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/284,25,50 beds,2005
FAC-00285,Mumbai Healthcare Center 6,Maharashtra,Mumbai,790658,21.541432344558565,76.23127955116904,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/285,,200 beds,2015
FAC-00286,Bhopal Healthcare Center 7,Madhya Pradesh,Bhopal,660324,25.066126430295093,81.20392184478295,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/286,50,,2005
FAC-00287,Ahmedabad Healthcare Center 8,Gujarat,Ahmedabad,769180,29.144012487305844,73.09369425244287,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/287,12,50 beds,
FAC-00288,Bhopal Healthcare Center 9,Madhya Pradesh,Bhopal,889245,23.31596702081835,79.96231064427313,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/288,,,2005
FAC-00289,Mumbai Healthcare Center 10,Maharashtra,Mumbai,883132,25.187977668493495,77.80518295524004,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/289,25,100 beds,2015
FAC-00290,Chennai Healthcare Center 11,Tamil Nadu,Chennai,823975,25.004657816197344,75.44967387599519,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/290,25,,2005
FAC-00291,Kolkata Healthcare Center 12,West Bengal,Kolkata,221707,28.313177447071386,79.30150723022783,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/291,12,100 beds,2015
FAC-00292,Mumbai Healthcare Center 13,Maharashtra,Mumbai,606384,23.483002966356466,72.97623031125708,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/292,12,,2005
FAC-00293,Jaipur Healthcare Center 14,Rajasthan,Jaipur,123682,28.491800080469098,78.47969917277713,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/293,5,50 beds,1995
FAC-00294,Lucknow Healthcare Center 15,Uttar Pradesh,Lucknow,547080,29.584626217339498,74.3185554741141,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/294,5,50 beds,2015
FAC-00295,Kolkata Healthcare Center 16,West Bengal,Kolkata,873207,26.141069373719198,73.97324435782247,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/295,25,,1995
FAC-00296,Mumbai Healthcare Center 17,Maharashtra,Mumbai,888870,27.037597433383002,79.96008050907878,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/296,50,50 beds,2005
FAC-00297,Lucknow Healthcare Center 18,Uttar Pradesh,Lucknow,579776,21.139549707051618,78.70701428224419,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/297,50,100 beds,2015
FAC-00298,Bhopal Healthcare Center 19,Madhya Pradesh,Bhopal,715519,21.14232073336278,75.51984924417121,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/298,50,50 beds,2005
FAC-00299,Bhopal Healthcare Center 20,Madhya Pradesh,Bhopal,188868,26.721100817169827,75.13185744865697,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/299,12,,1995
FAC-00300,Lucknow Healthcare Center 1,Uttar Pradesh,Lucknow,635638,23.88463269309991,77.96425817443932,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/300,25,50 beds,2015
FAC-00301,Ahmedabad Healthcare Center 2,Gujarat,Ahmedabad,681868,21.668655238273892,74.88834774049346,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/301,12,200 beds,
FAC-00302,Lucknow Healthcare Center 3,Uttar Pradesh,Lucknow,608149,21.36534714662496,80.15215940653862,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/302,25,200 beds,2015
FAC-00303,Chennai Healthcare Center 4,Tamil Nadu,Chennai,275377,20.826706257864668,72.30860705643005,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/303,12,,2005
FAC-00304,Mumbai Healthcare Center 5,Maharashtra,Mumbai,402692,21.682089774365735,76.57321387273448,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/304,50,,
FAC-00305,Bengaluru Healthcare Center 6,Karnataka,Bengaluru,963274,29.908936200057102,77.4204337911763,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/305,25,50 beds,2015
FAC-00306,Jodhpur Healthcare Center 7,Rajasthan,Jodhpur,412170,28.748098462768844,72.32230395449194,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/306,12,,2015
FAC-00307,Jodhpur Healthcare Center 8,Rajasthan,Jodhpur,320073,28.107027168394104,77.87923896976811,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/307,50,200 beds,1995
FAC-00308,Bhopal Healthcare Center 9,Madhya Pradesh,Bhopal,922974,22.066196561867734,74.06942720751766,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/308,50,100 beds,2005
FAC-00309,Bhopal Healthcare Center 10,Madhya Pradesh,Bhopal,276556,23.236536158546816,79.04053761755189,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/309,50,100 beds,
FAC-00310,Patna Healthcare Center 11,Bihar,Patna,162165,29.924862256446744,80.67047590433779,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/310,5,50 beds,1995
FAC-00311,Lucknow Healthcare Center 12,Uttar Pradesh,Lucknow,898462,28.43555656643469,75.92700750302215,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/311,50,100 beds,2015
FAC-00312,Kolkata Healthcare Center 13,West Bengal,Kolkata,179184,26.336277633502977,80.80125081307324,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/312,25,100 beds,2005
FAC-00313,Chennai Healthcare Center 14,Tamil Nadu,Chennai,443187,25.819555446689805,80.689077628712,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/313,25,100 beds,
FAC-00314,Ahmedabad Healthcare Center 15,Gujarat,Ahmedabad,328411,29.681285800758236,80.24847647636022,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/314,12,100 beds,2005
FAC-00315,Lucknow Healthcare Center 16,Uttar Pradesh,Lucknow,706007,21.305942503075457,80.52422576288416,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/315,,,
FAC-00316,Chennai Healthcare Center 17,Tamil Nadu,Chennai,230272,29.29432875347522,73.57983514974161,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/316,,200 beds,1995
FAC-00317,Patna Healthcare Center 18,Bihar,Patna,266699,28.744233692640478,80.76595037236955,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/317,12,100 beds,
FAC-00318,Lucknow Healthcare Center 19,Uttar Pradesh,Lucknow,154302,23.96341566932233,75.05509244844231,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/318,25,,
FAC-00319,Jaipur Healthcare Center 20,Rajasthan,Jaipur,599968,20.77938721572606,77.93679496841065,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/319,,,2005
FAC-00320,Jodhpur Healthcare Center 1,Rajasthan,Jodhpur,827744,21.32175151092561,72.70828305400512,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/320,,,
FAC-00321,Lucknow Healthcare Center 2,Uttar Pradesh,Lucknow,413791,21.371292947435457,79.73460483650624,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/321,5,,
FAC-00322,Bhopal Healthcare Center 3,Madhya Pradesh,Bhopal,561477,23.51187718826771,74.13055451423526,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/322,25,200 beds,1995
FAC-00323,Jodhpur Healthcare Center 4,Rajasthan,Jodhpur,246814,27.524456465479524,77.89573917761513,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/323,12,200 beds,2005
FAC-00324,Patna Healthcare Center 5,Bihar,Patna,390421,26.44620568187898,74.48167027185832,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/324,,100 beds,1995
FAC-00325,Ahmedabad Healthcare Center 6,Gujarat,Ahmedabad,634273,21.886465232658658,75.91751015898154,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/325,5,200 beds,2015
FAC-00326,Jodhpur Healthcare Center 7,Rajasthan,Jodhpur,623850,26.380823298836482,72.71012001695384,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/326,12,100 beds,1995
